attendance,away_final_score,away_team,date,elapsed_time,g_id,home_final_score,home_team,start_time,umpire_1B,umpire_2B,umpire_3B,umpire_HP,venue_name,weather,wind,delay
34569,6,sln,2016-05-30,169,201600760,0,mil,1:11 PM,Angel Hernandez,Will Little,Ted Barrett,Lance Barksdale,Miller Park,"81 degrees, partly cloudy","6 mph, In from RF",0
32018,2,tba,2016-05-30,183,201600761,6,kca,7:17 PM,Bob Davidson,Lance Barrett,Dan Iassogna,Dale Scott,Kauffman Stadium,"75 degrees, partly cloudy","12 mph, R to L",0
14514,9,tex,2016-05-30,156,201600762,2,cle,6:11 PM,Gabe Morales,Tripp Gibson III,Hunter Wendelstedt,Manny Gonzalez,Progressive Field,"79 degrees, clear","3 mph, L to R",0
21993,4,was,2016-05-30,173,201600763,3,phi,7:08 PM,Mike Estabrook,Dana DeMuth,Clint Fagan,Greg Gibson,Citizens Bank Park,"73 degrees, partly cloudy","8 mph, Out to CF",0
17664,6,bos,2016-05-31,168,201600764,2,bal,7:07 PM,Doug Eddings,Jeff Nelson,Laz Diaz,Cory Blaser,Oriole Park at Camden Yards,"83 degrees, partly cloudy","2 mph, Out to LF",0
32781,6,cha,2016-05-31,182,201600765,4,nyn,7:10 PM,Gerry Davis,Rob Drake,Carlos Torres,Sam Holbrook,Citi Field,"79 degrees, clear","13 mph, Out to LF",0
20448,4,cin,2016-05-31,187,201600766,17,col,6:42 PM,Ryan Blakney,Marty Foster,Mike Winters,Mark Wegner,Coors Field,"64 degrees, cloudy","7 mph, In from CF",0
35125,9,det,2016-05-31,199,201600767,11,ana,7:07 PM,Todd Tichenor,Bill Miller,Tony Randazzo,Brian Knight,Angel Stadium of Anaheim,"69 degrees, clear","8 mph, Out to RF",0
15556,8,hou,2016-05-31,191,201600768,5,ari,12:41 PM,Sean Barber,Ron Kulpa,Chris Conroy,Jerry Meals,Chase Field,"74 degrees, roof closed","0 mph, None",0
34681,5,lan,2016-05-31,177,201600769,0,chn,7:32 PM,Adrian Johnson,Nic Lentz,Paul Emmel,Jim Wolf,Wrigley Field,"64 degrees, overcast","2 mph, In from LF",27
12767,4,min,2016-05-31,194,201600770,7,oak,7:07 PM,Mike Everitt,Pat Hoberg,Jordan Baker,Tim Timmons,Oakland Coliseum,"72 degrees, clear","9 mph, Out to LF",0
33419,1,nya,2016-05-31,157,201600771,4,tor,7:08 PM,Fieldin Culbreth,Jim Reynolds,Scott Barry,CB Bucknor,Rogers Centre,"73 degrees, clear","17 mph, In from CF",0
10637,1,pit,2016-05-31,156,201600772,3,mia,7:11 PM,James Hoye,Chad Fairchild,Jim Joyce,Marvin Hudson,Marlins Park,"74 degrees, roof closed","0 mph, None",0
16815,4,sdn,2016-05-31,189,201600773,16,sea,12:40 PM,Joe West,Ramon De Jesus,Mark Ripperger,Kerwin Danley,Safeco Field,"67 degrees, sunny","4 mph, L to R",0
15723,4,sfn,2016-05-31,149,201600774,0,atl,7:10 PM,Paul Nauert,Jeff Kellogg,John Tumpane,Alan Porter,Turner Field,"89 degrees, partly cloudy","3 mph, Out to CF",0
24487,10,sln,2016-05-31,194,201600775,3,mil,7:11 PM,Will Little,Ted Barrett,Lance Barksdale,Angel Hernandez,Miller Park,"75 degrees, roof closed","0 mph, None",0
26006,5,tba,2016-05-31,207,201600776,10,kca,7:15 PM,Lance Barrett,Dan Iassogna,Dale Scott,Bob Davidson,Kauffman Stadium,"76 degrees, cloudy","4 mph, L to R",0
10428,7,tex,2016-05-31,171,201600777,3,cle,6:10 PM,Tripp Gibson III,Hunter Wendelstedt,Manny Gonzalez,Gabe Morales,Progressive Field,"73 degrees, partly cloudy","11 mph, In from RF",0
18572,5,was,2016-05-31,174,201600778,1,phi,7:07 PM,Dana DeMuth,Clint Fagan,Greg Gibson,Mike Estabrook,Citizens Bank Park,"84 degrees, partly cloudy","9 mph, In from LF",0
22642,4,ari,2016-06-01,223,201600779,5,hou,7:10 PM,Ron Kulpa,Chris Conroy,Jerry Meals,Sean Barber,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
20750,9,bos,2016-06-01,238,201600780,13,bal,7:07 PM,Jeff Nelson,Laz Diaz,Cory Blaser,Doug Eddings,Oriole Park at Camden Yards,"82 degrees, clear","8 mph, R to L",0
34160,2,cha,2016-06-01,281,201600781,1,nyn,1:10 PM,Rob Drake,Carlos Torres,Sam Holbrook,Gerry Davis,Citi Field,"79 degrees, partly cloudy","13 mph, In from CF",0
23612,7,cin,2016-06-01,170,201600782,2,col,6:41 PM,Marty Foster,Mike Winters,Mark Wegner,Ryan Blakney,Coors Field,"72 degrees, partly cloudy","5 mph, L to R",0
35053,3,det,2016-06-01,175,201600783,0,ana,4:08 PM,Bill Miller,Tony Randazzo,Brian Knight,Todd Tichenor,Angel Stadium of Anaheim,"74 degrees, sunny","9 mph, Out to CF",0
36426,1,lan,2016-06-01,149,201600784,2,chn,7:10 PM,Nic Lentz,Paul Emmel,Jim Wolf,Adrian Johnson,Wrigley Field,"73 degrees, partly cloudy","5 mph, L to R",0
11345,1,min,2016-06-01,153,201600785,5,oak,12:37 PM,Pat Hoberg,Jordan Baker,Tim Timmons,Mike Everitt,Oakland Coliseum,"69 degrees, sunny","10 mph, Out to LF",0
39512,0,nya,2016-06-01,177,201600786,7,tor,7:07 PM,Jim Reynolds,Scott Barry,CB Bucknor,Fieldin Culbreth,Rogers Centre,"62 degrees, clear","14 mph, R to L",0
17018,2,pit,2016-06-01,172,201600787,3,mia,7:11 PM,Chad Fairchild,Jim Joyce,Marvin Hudson,James Hoye,Marlins Park,"76 degrees, roof closed","0 mph, None",0
20557,6,sea,2016-06-01,200,201600788,14,sdn,7:11 PM,Ramon De Jesus,Mark Ripperger,Kerwin Danley,Joe West,Petco Park,"67 degrees, cloudy","7 mph, L to R",0
15107,4,sfn,2016-06-01,218,201600789,5,atl,7:10 PM,Jeff Kellogg,John Tumpane,Alan Porter,Paul Nauert,Turner Field,"80 degrees, cloudy","8 mph, Out to CF",0
24050,1,sln,2016-06-01,140,201600790,3,mil,12:41 PM,Ted Barrett,Lance Barksdale,Angel Hernandez,Will Little,Miller Park,"76 degrees, cloudy","8 mph, Out to CF",0
30554,3,tba,2016-06-01,165,201600791,6,kca,7:15 PM,Dan Iassogna,Dale Scott,Ben May,Lance Barrett,Kauffman Stadium,"81 degrees, partly cloudy","5 mph, L to R",0
10524,4,tex,2016-06-01,210,201600792,5,cle,6:11 PM,Hunter Wendelstedt,Manny Gonzalez,Gabe Morales,Tripp Gibson III,Progressive Field,"72 degrees, partly cloudy","13 mph, In from RF",0
19052,7,was,2016-06-01,165,201600793,2,phi,7:08 PM,Clint Fagan,Greg Gibson,Mike Estabrook,Dana DeMuth,Citizens Bank Park,"78 degrees, cloudy","8 mph, Out to CF",0
21764,3,ari,2016-06-02,156,201600794,0,hou,1:11 PM,Chris Conroy,Jerry Meals,Sean Barber,Ron Kulpa,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
21534,7,bos,2016-06-02,177,201600795,12,bal,7:07 PM,Laz Diaz,Cory Blaser,Doug Eddings,Jeff Nelson,Oriole Park at Camden Yards,"75 degrees, partly cloudy","3 mph, L to R",0
28080,11,cin,2016-06-02,164,201600796,4,col,6:40 PM,Mike Winters,Mark Wegner,Ryan Blakney,Marty Foster,Coors Field,"81 degrees, partly cloudy","5 mph, Out to LF",0
11131,4,kca,2016-06-02,174,201600797,5,cle,7:10 PM,Carlos Torres,Sam Holbrook,Gerry Davis,Rob Drake,Progressive Field,"73 degrees, partly cloudy","4 mph, In from RF",0
37422,2,lan,2016-06-02,145,201600798,7,chn,1:20 PM,Paul Emmel,Jim Wolf,Ben May,Nic Lentz,Wrigley Field,"78 degrees, sunny","9 mph, Out to RF",0
22890,4,mil,2016-06-02,194,201600799,1,phi,7:07 PM,Manny Gonzalez,CB Bucknor,Fieldin Culbreth,Jim Reynolds,Citizens Bank Park,"79 degrees, cloudy","9 mph, L to R",0
28213,5,nya,2016-06-02,176,201600800,4,det,7:40 PM,Dale Scott,Bob Davidson,Lance Barrett,Dan Iassogna,Comerica Park,"80 degrees, partly cloudy","3 mph, R to L",0
19907,3,pit,2016-06-02,234,201600801,4,mia,7:11 PM,Jim Joyce,Marvin Hudson,James Hoye,Chad Fairchild,Marlins Park,"76 degrees, roof closed","0 mph, None",0
22588,16,sea,2016-06-02,230,201600802,13,sdn,6:10 PM,Mark Ripperger,Kerwin Danley,Joe West,Ramon De Jesus,Petco Park,"76 degrees, clear","10 mph, Out to RF",0
15983,6,sfn,2016-06-02,169,201600803,0,atl,12:10 PM,John Tumpane,Alan Porter,Paul Nauert,Jeff Kellogg,Turner Field,"81 degrees, partly cloudy","3 mph, Out to LF",0
20193,4,tba,2016-06-02,164,201600804,6,min,7:11 PM,Lance Barksdale,Angel Hernandez,Will Little,Ted Barrett,Target Field,"72 degrees, clear","3 mph, Out to CF",0
27643,9,ana,2016-06-03,197,201600805,2,pit,7:09 PM,Bob Davidson,Lance Barrett,Dan Iassogna,Dale Scott,PNC Park,"89 degrees, partly cloudy","4 mph, Out to LF",0
38813,0,ari,2016-06-03,180,201600806,6,chn,1:21 PM,Scott Barry,Gabe Morales,Tripp Gibson III,Hunter Wendelstedt,Wrigley Field,"72 degrees, sunny","9 mph, Varies",0
46366,2,atl,2016-06-03,162,201600807,4,lan,7:11 PM,Kerwin Danley,Joe West,Ramon De Jesus,Mark Ripperger,Dodger Stadium,"77 degrees, clear","8 mph, Out to RF",0
31184,3,cha,2016-06-03,202,201600808,10,det,7:10 PM,Alan Porter,Paul Nauert,Jeff Kellogg,John Tumpane,Comerica Park,"79 degrees, partly cloudy","6 mph, L to R",0
21588,0,col,2016-06-03,146,201600809,4,sdn,7:41 PM,Jordan Baker,Toby Basner,Mike Everitt,Paul Emmel,Petco Park,"68 degrees, clear","9 mph, L to R",0
24753,1,kca,2016-06-03,145,201600810,6,cle,7:11 PM,Sam Holbrook,Gerry Davis,Rob Drake,Carlos Torres,Progressive Field,"73 degrees, partly cloudy","5 mph, In from CF",0
20138,3,mil,2016-06-03,183,201600811,6,phi,7:08 PM,CB Bucknor,Fieldin Culbreth,Jim Reynolds,Manny Gonzalez,Citizens Bank Park,"73 degrees, cloudy","5 mph, R to L",0
25220,5,nya,2016-06-03,180,201600812,6,bal,7:08 PM,Tony Randazzo,Brian Knight,Todd Tichenor,Bill Miller,Oriole Park at Camden Yards,"74 degrees, overcast","3 mph, Out to LF",0
22269,6,nyn,2016-06-03,175,201600813,2,mia,7:11 PM,Greg Gibson,Mike Estabrook,Dana DeMuth,Clint Fagan,Marlins Park,"76 degrees, roof closed","0 mph, None",0
26458,2,oak,2016-06-03,179,201600814,12,hou,7:10 PM,Mark Wegner,Ryan Blakney,Marty Foster,Mike Winters,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
32395,3,sea,2016-06-03,172,201600815,7,tex,7:07 PM,Eric Cooper,Jim Wolf,Nic Lentz,Gary Cederstrom,Globe Life Park in Arlington,"78 degrees, cloudy","11 mph, In from RF",0
43560,5,sfn,2016-06-03,191,201600816,1,sln,7:17 PM,Marvin Hudson,James Hoye,Chad Fairchild,Jim Joyce,Busch Stadium,"74 degrees, drizzle","5 mph, R to L",0
21134,4,tba,2016-06-03,183,201600817,2,min,7:11 PM,Angel Hernandez,Will Little,Ted Barrett,Lance Barksdale,Target Field,"67 degrees, overcast","13 mph, R to L",0
37129,5,tor,2016-06-03,190,201600818,2,bos,7:10 PM,Jerry Meals,Sean Barber,Ron Kulpa,Chris Conroy,Fenway Park,"67 degrees, partly cloudy","6 mph, R to L",0
27258,2,was,2016-06-03,175,201600819,7,cin,7:10 PM,Cory Blaser,Doug Eddings,Jeff Nelson,Laz Diaz,Great American Ball Park,"81 degrees, partly cloudy","6 mph, Out to CF",0
31505,7,ana,2016-06-04,180,201600820,8,pit,4:07 PM,Lance Barrett,Dan Iassogna,Dale Scott,Bob Davidson,PNC Park,"81 degrees, cloudy","4 mph, Out to CF",0
40415,3,ari,2016-06-04,166,201600821,5,chn,1:23 PM,Gabe Morales,Tripp Gibson III,Hunter Wendelstedt,Scott Barry,Wrigley Field,"68 degrees, rain","9 mph, Out to LF",0
47126,0,atl,2016-06-04,207,201600822,4,lan,7:10 PM,Joe West,Ramon De Jesus,Mark Ripperger,Kerwin Danley,Dodger Stadium,"75 degrees, clear","7 mph, Out to RF",0
32916,4,cha,2016-06-04,189,201600823,7,det,4:10 PM,Paul Nauert,Jeff Kellogg,John Tumpane,Alan Porter,Comerica Park,"77 degrees, cloudy","2 mph, In from CF",0
25503,3,col,2016-06-04,180,201600824,4,sdn,7:11 PM,Toby Basner,Mike Everitt,Paul Emmel,Jordan Baker,Petco Park,"70 degrees, clear","9 mph, L to R",0
23258,1,kca,2016-06-04,168,201600825,7,cle,7:47 PM,Gerry Davis,Rob Drake,Carlos Torres,Sam Holbrook,Progressive Field,"72 degrees, overcast","6 mph, Out to LF",32
25177,6,mil,2016-06-04,205,201600826,3,phi,3:07 PM,Fieldin Culbreth,Jim Reynolds,Manny Gonzalez,CB Bucknor,Citizens Bank Park,"83 degrees, cloudy","3 mph, Out to RF",0
33170,8,nya,2016-06-04,205,201600827,6,bal,7:18 PM,Brian Knight,Todd Tichenor,Bill Miller,Tony Randazzo,Oriole Park at Camden Yards,"79 degrees, partly cloudy","5 mph, R to L",0
24668,6,nyn,2016-06-04,219,201600828,4,mia,4:11 PM,Mike Estabrook,Dana DeMuth,Clint Fagan,Greg Gibson,Marlins Park,"77 degrees, roof closed","0 mph, None",0
37223,5,oak,2016-06-04,247,201600829,6,hou,3:10 PM,Ryan Blakney,Marty Foster,Mike Winters,Mark Wegner,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
34317,4,sea,2016-06-04,189,201600830,10,tex,8:07 PM,Jim Wolf,Nic Lentz,Gary Cederstrom,Eric Cooper,Globe Life Park in Arlington,"82 degrees, partly cloudy","10 mph, L to R",0
45453,4,sfn,2016-06-04,159,201600831,7,sln,6:15 PM,James Hoye,Chad Fairchild,Jim Joyce,Marvin Hudson,Busch Stadium,"78 degrees, partly cloudy","4 mph, Out to RF",0
26613,7,tba,2016-06-04,190,201600832,4,min,3:10 PM,Will Little,Ted Barrett,Lance Barksdale,Angel Hernandez,Target Field,"69 degrees, partly cloudy","13 mph, L to R",70
37762,4,tor,2016-06-04,188,201600833,6,bos,4:05 PM,Sean Barber,Ron Kulpa,Chris Conroy,Jerry Meals,Fenway Park,"64 degrees, cloudy","10 mph, In from RF",0
25365,3,was,2016-06-04,158,201600834,6,cin,4:10 PM,Doug Eddings,Jeff Nelson,Laz Diaz,Cory Blaser,Great American Ball Park,"77 degrees, overcast","4 mph, Varies",85
27754,5,ana,2016-06-05,188,201600835,4,pit,1:37 PM,Dan Iassogna,Dale Scott,Bob Davidson,Lance Barrett,PNC Park,"70 degrees, cloudy","8 mph, In from CF",0
41596,3,ari,2016-06-05,180,201600836,2,chn,1:20 PM,Tripp Gibson III,Hunter Wendelstedt,Scott Barry,Gabe Morales,Wrigley Field,"73 degrees, partly cloudy","15 mph, Out to RF",0
47950,6,atl,2016-06-05,197,201600837,12,lan,1:11 PM,Ramon De Jesus,Mark Ripperger,Kerwin Danley,Joe West,Dodger Stadium,"72 degrees, partly cloudy","6 mph, Out to RF",0
29086,2,cha,2016-06-05,189,201600838,5,det,1:17 PM,Jeff Kellogg,John Tumpane,Alan Porter,Paul Nauert,Comerica Park,"70 degrees, cloudy","14 mph, Out to LF",7
26206,10,col,2016-06-05,176,201600839,3,sdn,6:11 PM,Mike Everitt,Paul Emmel,Jordan Baker,Toby Basner,Petco Park,"69 degrees, partly cloudy","13 mph, L to R",0
16747,0,kca,2016-06-05,141,201600840,7,cle,1:10 PM,Rob Drake,Carlos Torres,Sam Holbrook,Gerry Davis,Progressive Field,"78 degrees, partly cloudy","13 mph, Out to RF",190
24259,1,mil,2016-06-05,185,201600841,8,phi,1:40 PM,Jim Reynolds,Manny Gonzalez,CB Bucknor,Fieldin Culbreth,Citizens Bank Park,"78 degrees, cloudy","10 mph, Out to CF",0
28807,1,nya,2016-06-05,206,201600842,3,bal,1:38 PM,Todd Tichenor,Bill Miller,Tony Randazzo,Brian Knight,Oriole Park at Camden Yards,"80 degrees, cloudy","11 mph, Out to CF",97
28196,0,nyn,2016-06-05,137,201600843,1,mia,1:11 PM,Dana DeMuth,Clint Fagan,Greg Gibson,Mike Estabrook,Marlins Park,"76 degrees, roof closed","0 mph, None",0
30817,2,oak,2016-06-05,185,201600844,5,hou,1:10 PM,Marty Foster,Mike Winters,Mark Wegner,Ryan Blakney,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
37616,2,sea,2016-06-05,150,201600845,3,tex,2:08 PM,Nic Lentz,Gary Cederstrom,Eric Cooper,Jim Wolf,Globe Life Park in Arlington,"86 degrees, sunny","17 mph, L to R",0
44907,3,sfn,2016-06-05,185,201600846,6,sln,7:10 PM,Chad Fairchild,Jim Joyce,Marvin Hudson,James Hoye,Busch Stadium,"78 degrees, clear","14 mph, Out to RF",0
25510,7,tba,2016-06-05,199,201600847,5,min,1:12 PM,Ted Barrett,Lance Barksdale,Angel Hernandez,Will Little,Target Field,"78 degrees, partly cloudy","21 mph, R to L",0
35823,5,tor,2016-06-05,164,201600848,4,bos,1:36 PM,Ron Kulpa,Chris Conroy,Jerry Meals,Sean Barber,Fenway Park,"62 degrees, cloudy","13 mph, In from RF",0
21422,10,was,2016-06-05,207,201600849,9,cin,1:10 PM,Jeff Nelson,Laz Diaz,Cory Blaser,Doug Eddings,Great American Ball Park,"78 degrees, partly cloudy","14 mph, Out to LF",0
34648,2,ana,2016-06-06,155,201600850,5,nya,7:10 PM,Dan Bellino,Clint Fagan,Tom Hallion,Phil Cuzzi,Yankee Stadium,"81 degrees, clear","12 mph, R to L",0
20203,2,atl,2016-06-06,177,201600851,7,sdn,7:11 PM,Lance Barksdale,Angel Hernandez,Will Little,Ted Barrett,Petco Park,"69 degrees, clear","12 mph, Out to RF",0
22162,6,chn,2016-06-06,185,201600852,4,phi,7:10 PM,Mike Winters,Mark Wegner,Carlos Torres,Vic Carapazza,Citizens Bank Park,"82 degrees, partly cloudy","13 mph, L to R",0
15824,3,cle,2016-06-06,150,201600853,1,sea,7:10 PM,Bill Welke,Mike Muchlinski,John Hirschbeck,D.J. Reyburn,Safeco Field,"80 degrees, clear","4 mph, In from LF",0
38964,6,col,2016-06-06,146,201600854,1,lan,7:11 PM,Jim Joyce,Adam Hamari,James Hoye,Chad Fairchild,Dodger Stadium,"67 degrees, clear","8 mph, Out to RF",0
30021,5,hou,2016-06-06,188,201600855,6,tex,7:07 PM,Paul Emmel,Pat Hoberg,Mark Carlson,Quinn Wolcott,Globe Life Park in Arlington,"86 degrees, clear","9 mph, L to R",0
14878,1,kca,2016-06-06,157,201600856,4,bal,7:08 PM,Manny Gonzalez,CB Bucknor,Fieldin Culbreth,Jim Reynolds,Oriole Park at Camden Yards,"83 degrees, partly cloudy","4 mph, Out to CF",0
17176,6,tba,2016-06-06,210,201600857,4,ari,6:39 PM,Mark Ripperger,Kerwin Danley,Andy Fletcher,Rob Drake,Chase Field,"81 degrees, roof closed","0 mph, None",0
29771,0,tor,2016-06-06,177,201600858,11,det,7:10 PM,David Rackley,Chris Guccione,Alfonso Marquez,Larry Vanover,Comerica Park,"75 degrees, cloudy","14 mph, Out to LF",0
31034,3,ana,2016-06-07,155,201600859,6,nya,7:09 PM,Clint Fagan,Tom Hallion,Phil Cuzzi,Dan Bellino,Yankee Stadium,"75 degrees, partly cloudy","11 mph, Out to RF",0
22198,3,atl,2016-06-07,168,201600860,4,sdn,7:10 PM,Angel Hernandez,Will Little,Ted Barrett,Lance Barksdale,Petco Park,"67 degrees, partly cloudy","8 mph, L to R",0
41512,5,bos,2016-06-07,184,201600861,3,sfn,7:17 PM,Tim Timmons,Jordan Baker,Ryan Blakney,Mike Everitt,AT&T Park,"61 degrees, cloudy","14 mph, Out to CF",0
27381,2,chn,2016-06-07,165,201600862,3,phi,7:07 PM,Mark Wegner,Carlos Torres,Vic Carapazza,Mike Winters,Citizens Bank Park,"72 degrees, cloudy","8 mph, Out to RF",0
16944,1,cle,2016-06-07,158,201600863,7,sea,7:10 PM,Mike Muchlinski,John Hirschbeck,D.J. Reyburn,Bill Welke,Safeco Field,"76 degrees, cloudy","2 mph, In from RF",0
40525,3,col,2016-06-07,197,201600864,4,lan,7:10 PM,Adam Hamari,James Hoye,Chad Fairchild,Jim Joyce,Dodger Stadium,"67 degrees, clear","9 mph, L to R",0
32189,3,hou,2016-06-07,168,201600865,4,tex,7:06 PM,Pat Hoberg,Mark Carlson,Quinn Wolcott,Paul Emmel,Globe Life Park in Arlington,"91 degrees, clear","4 mph, L to R",0
28110,1,kca,2016-06-07,164,201600866,9,bal,7:08 PM,CB Bucknor,Fieldin Culbreth,Jim Reynolds,Manny Gonzalez,Oriole Park at Camden Yards,"80 degrees, partly cloudy","5 mph, L to R",0
19020,4,mia,2016-06-07,198,201600867,6,min,7:11 PM,Jerry Layne,Scott Barry,Gabe Morales,Tripp Gibson III,Target Field,"70 degrees, partly cloudy","13 mph, L to R",0
0,1,nyn,2016-06-07,160,201600868,3,pit,4:08 PM,Toby Basner,Alan Porter,Paul Nauert,Jeff Kellogg,PNC Park,"65 degrees, partly cloudy","17 mph, Out to CF",0
26605,1,nyn,2016-06-07,168,201600869,3,pit,7:24 PM,Alan Porter,Paul Nauert,Toby Basner,John Tumpane,PNC Park,"65 degrees, cloudy","11 mph, Out to CF",0
19283,4,oak,2016-06-07,148,201600870,5,mil,7:10 PM,Ed Hickox,Greg Gibson,Mike Estabrook,Dana DeMuth,Miller Park,"69 degrees, roof closed","0 mph, None",0
24182,6,sln,2016-06-07,175,201600871,7,cin,7:11 PM,Chris Conroy,Jerry Meals,Sean Barber,Ron Kulpa,Great American Ball Park,"72 degrees, clear","11 mph, L to R",0
17964,0,tba,2016-06-07,135,201600872,5,ari,6:40 PM,Kerwin Danley,Andy Fletcher,Rob Drake,Mark Ripperger,Chase Field,"78 degrees, roof closed","0 mph, None",0
30745,2,tor,2016-06-07,187,201600873,3,det,7:10 PM,Chris Guccione,Alfonso Marquez,Larry Vanover,David Rackley,Comerica Park,"64 degrees, partly cloudy","4 mph, Out to CF",0
18812,10,was,2016-06-07,235,201600874,5,cha,7:11 PM,Gary Cederstrom,Eric Cooper,Jim Wolf,Nic Lentz,U.S. Cellular Field,"60 degrees, partly cloudy","2 mph, L to R",0
31557,6,ana,2016-06-08,200,201600875,12,nya,7:08 PM,Tom Hallion,Phil Cuzzi,Dan Bellino,Clint Fagan,Yankee Stadium,"61 degrees, clear","7 mph, Out to CF",0
22248,4,atl,2016-06-08,181,201600876,2,sdn,12:42 PM,Will Little,Ted Barrett,Lance Barksdale,Angel Hernandez,Petco Park,"66 degrees, overcast","8 mph, L to R",0
41635,1,bos,2016-06-08,165,201600877,2,sfn,7:15 PM,Jordan Baker,Ryan Blakney,Mike Everitt,Tim Timmons,AT&T Park,"60 degrees, cloudy","15 mph, Out to CF",0
28650,8,chn,2016-06-08,164,201600878,1,phi,1:24 PM,Carlos Torres,Vic Carapazza,Mike Winters,Mark Wegner,Citizens Bank Park,"57 degrees, rain","21 mph, L to R",19
15337,0,cle,2016-06-08,161,201600879,5,sea,7:10 PM,John Hirschbeck,D.J. Reyburn,Bill Welke,Mike Muchlinski,Safeco Field,"67 degrees, partly cloudy","3 mph, In from CF",0
41324,1,col,2016-06-08,184,201600880,0,lan,7:10 PM,Chad Fairchild,Ramon De Jesus,Jim Joyce,Adam Hamari,Dodger Stadium,"68 degrees, clear","8 mph, Out to RF",0
37696,3,hou,2016-06-08,169,201600881,1,tex,7:07 PM,Mark Carlson,Quinn Wolcott,Paul Emmel,Pat Hoberg,Globe Life Park in Arlington,"89 degrees, partly cloudy","11 mph, R to L",0
19178,0,kca,2016-06-08,167,201600882,4,bal,7:08 PM,Fieldin Culbreth,Jim Reynolds,Manny Gonzalez,CB Bucknor,Oriole Park at Camden Yards,"67 degrees, partly cloudy","6 mph, Out to CF",0
21527,5,mia,2016-06-08,185,201600883,7,min,7:10 PM,Scott Barry,Gabe Morales,Tripp Gibson III,Jerry Layne,Target Field,"77 degrees, clear","6 mph, In from CF",0
28084,6,nyn,2016-06-08,231,201600884,5,pit,7:06 PM,Paul Nauert,Jeff Kellogg,John Tumpane,Alan Porter,PNC Park,"64 degrees, clear","12 mph, Out to CF",0
18188,0,oak,2016-06-08,164,201600885,4,mil,7:11 PM,Greg Gibson,Mike Estabrook,Dana DeMuth,Ed Hickox,Miller Park,"66 degrees, roof closed","0 mph, None",0
21376,12,sln,2016-06-08,201,201600886,7,cin,7:10 PM,Jerry Meals,Sean Barber,Ron Kulpa,Chris Conroy,Great American Ball Park,"73 degrees, clear","9 mph, Varies",0
16954,6,tba,2016-06-08,180,201600887,3,ari,12:41 PM,Andy Fletcher,Rob Drake,Mark Ripperger,Kerwin Danley,Chase Field,"76 degrees, roof closed","0 mph, None",0
36036,7,tor,2016-06-08,176,201600888,2,det,1:10 PM,Alfonso Marquez,Larry Vanover,David Rackley,Chris Guccione,Comerica Park,"61 degrees, sunny","16 mph, In from LF",0
15273,11,was,2016-06-08,218,201600889,4,cha,7:10 PM,Eric Cooper,Jim Wolf,Nic Lentz,Gary Cederstrom,U.S. Cellular Field,"61 degrees, partly cloudy","11 mph, Out to RF",0
34971,3,ana,2016-06-09,178,201600890,6,nya,7:10 PM,Phil Cuzzi,Dan Bellino,Clint Fagan,Tom Hallion,Yankee Stadium,"69 degrees, clear","16 mph, Out to CF",0
41448,6,bal,2016-06-09,192,201600891,5,tor,7:08 PM,Jeff Kellogg,John Tumpane,Alan Porter,Paul Nauert,Rogers Centre,"68 degrees, cloudy","17 mph, In from CF",0
19901,5,cle,2016-06-09,219,201600892,3,sea,7:10 PM,D.J. Reyburn,Bill Welke,Mike Muchlinski,John Hirschbeck,Safeco Field,"65 degrees, partly cloudy","0 mph, None",0
30145,3,hou,2016-06-09,171,201600893,5,tex,1:07 PM,Quinn Wolcott,Paul Emmel,Pat Hoberg,Mark Carlson,Globe Life Park in Arlington,"87 degrees, partly cloudy","9 mph, R to L",0
18792,10,mia,2016-06-09,184,201600894,3,min,7:10 PM,Gabe Morales,Tripp Gibson III,Jerry Layne,Scott Barry,Target Field,"81 degrees, partly cloudy","15 mph, In from RF",0
22980,5,nyn,2016-06-09,184,201600895,2,mil,7:10 PM,Larry Vanover,David Rackley,Chris Guccione,Alfonso Marquez,Miller Park,"72 degrees, partly cloudy","5 mph, R to L",0
